4K,#genre#
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧香港经典,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
TVB翡翠，http://r.jdshipin.com/62WM7
亚洲武侠台,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVB粤语长片,http://tl.061833.xyz/tl/null-10
TVB戏曲台,http://tl.061833.xyz/tl/null-15
明珠台,http://r.jdshipin.com/ZQ4kN
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8

HOY资讯台,http://rihou.cc:555/tv/[Mt]恐慌新闻
HOY资讯台,http://lzoq.serv00.net/daili/Smartv.php?id=viusix_twn
HOY电视台，http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
HOY电视，http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY 77，https://timetv.shop/http://cdn.veryfast.filegear-sg.me/live/hoy/stream.m3u8
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰美洲,https://k44991.kylintv.tv/live/pxnaus_iphone.m3u8
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2
VIUTV，http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
VIUTV，http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV，http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIUTV，http://php.jdshipin.com:8880/smt.php?id=viutv
VIU SIX，http://php.jdshipin.com:8880/smt.php?id=viusix_twn
-ViuTVsix,,http://grandprix2023.asuscomm.com:8892/bysid/96.m3u8
-ViuTVsix，http://bziyunshao.synology.me:8889/bysid/96.m3u8
-ViuTVsix，http://tri-metal.dsmynas.net:8000/bysid/96.m3u8



无线娱乐台,http://rihou.cc:555/tv/[PL]无线娱乐
无线娱乐台，http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰中文,http://43.129.81.169/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯,http://43.129.81.169/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港,http://43.129.81.169/qctv.fengshows.cn/live/0701phk72.flv
凤凰资讯，http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://122.117.71.103:8573/http/61.222.53.250:8081/hls/75/817/ch59.m3u8
凤凰中文,http://122.117.71.103:8574/http/61.222.53.250:8081/hls/75/817/ch59.m3u8
-凤凰卫视香港台,http://bziyunshao.synology.me:8890/bysid/85.m3u8
-凤凰卫视香港台,http://tri-metal.dsmynas.net:8001/bysid/85.m3u8
凤凰卫视标清,http://qjrhc.jydjd.top:2911/udp/224.1.100.3:11111
星空卫视标清,http://qjrhc.jydjd.top:2911/udp/224.1.100.13:11111
澳亚卫视高清,http://qjrhc.jydjd.top:2911/udp/224.1.100.12:11111
凤凰卫视标清,http://119.32.12.17:2901/udp/224.1.100.3:11111
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk

邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作，http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub



Astr 热烈,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod

面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港电台31频道，http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
香港电台32频道，http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
香港33台高清,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港35台高清,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港电台33频道，https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港电台34频道，https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港电台34频道，https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
香港电台32频道，https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8?blog.ntnas.top
香港电台33频道，https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港电台33频道，https://live.astradamy.com/hk33/index.m3u8
香港电台34频道，https://epg.pw/stream/6e369058eba43ac78a0c076f78eaa1227afd471bdccf9df70077738d1152e0ba.m3u8
香港电台34频道，https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港电台35频道，https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港电台34频道，http://113.117.74.19:8081/hls/38/index.m3u8

重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡萄牙,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
广东珠江频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdty

大湾区卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.7:11111
大湾区卫视2,https://hc9lby9bzw8zcar.wcetv.com/hls/wcetv318.m3u8
大湾区卫视2,https://hc9lby9bzw8zcar.wcetv.com/hls/gdtv.m3u8
广州新闻,https://tencentplaygsm.gztv.com/live/xinwen.m3u8
广州新闻,https://tencentplaygzrb01.gztv.com/live/xinwen.m3u8


鳳凰HK,http://live4play.uk/livehttpplay?channel_id=30014

民视道,rtmp://f13h.mine.nu/sat/tv051
台视频道,rtmp://f13h.mine.nu/sat/tv071
中视频道,rtmp://f13h.mine.nu/sat/tv091
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
十一体育1，rtmp://f13h.mine.nu/sat/tv731
十一体育2，rtmp://f13h.mine.nu/sat/tv741
亚洲新闻台，https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
东森新闻美洲台,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻台,http://tv.redrainl.site:9500/live.m3u8?c=01
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
大立电视台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际，https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
民视高清,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8

澳门资讯,https://live5.tdm.com.mo/ch5/info_ch5.live/chunklist_w929410396.m3u8
澳门卫视,https://live5.tdm.com.mo/ch1/ch1.live/chunklist_w27593303.m3u8
澳门澳门,https://live5.tdm.com.mo/ch3/ch3.live/chunklist_w1839236055.m3u8

澳视澳门 ,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳视澳门 ,http://61.244.22.4/ch1/ch1.live/chunklist_w1769233607.m3u8
澳视澳门 ,http://live4.tdm.com.mo/ch1/_definst_/ch1.live/playlist.m3u8
澳视澳门 ,rtmp://live4.tdm.com.mo:80/ch1/_definst_/ch1.live
